test_index,true_class,bp_positive_probability,dfa_positive_probability,bp_prediction,dfa_prediction,bp_correct,dfa_correct,bp_raw_cam_min,bp_raw_cam_max,dfa_raw_cam_min,dfa_raw_cam_max,excluded,exclusion_reason,image_iou_top10,image_iou_top20,image_spearman,image_bp_constant,image_dfa_constant,image_bp_finite,image_dfa_finite,image_valid,native_iou_top10,native_iou_top20,native_spearman,native_bp_constant,native_dfa_constant,native_bp_finite,native_dfa_finite,native_valid
22465,1,0.1434344947,0.216182813,0,0,False,False,-0.00387508003,0.004906213842,-0.0122119328,0.01427465118,False,,0.08662345315,0.1877616747,0.2040693147,False,False,True,True,True,0.1052631579,0.1820512821,0.1088627775,False,False,True,True,True
22466,1,0.9385236502,0.6924309134,1,1,True,True,-0.00444178842,0.007183199283,-0.001732824603,0.002421864308,False,,0.07647402218,0.1881443299,0.2852971091,False,False,True,True,True,0.06697459584,0.1820512821,0.2281662772,False,False,True,True,True
22467,1,0.9992121458,0.6383782029,1,1,True,True,-0.007257620804,0.01333953999,-0.003911434673,0.006704562344,False,,0.06221198157,0.2522920204,0.3201283143,False,False,True,True,True,0.06206896552,0.2293333333,0.3091844147,False,False,True,True,True
22468,1,0.8446084261,0.6289009452,1,1,True,True,-0.005050566047,0.007654706948,-0.004642341286,0.007220868021,False,,0.1368680641,0.1619407687,0.1240817534,False,False,True,True,True,0.1105769231,0.1496259352,0.1123299583,False,False,True,True,True
22469,0,0.002690342488,0.2046592385,0,0,True,True,-0.006138909608,0.000750336214,-0.02360351011,0.02299087495,False,,0.1168988492,0.1382716049,0.05056095098,False,False,True,True,True,0.07692307692,0.2293333333,0.01916547079,False,False,True,True,True
22470,1,0.9979015589,0.3922581375,1,0,True,False,-0.002743358491,0.008767718449,-0.001196741243,0.001066633384,False,,0.09761904762,0.2111658456,0.2170433454,False,False,True,True,True,0.0973871734,0.1974025974,0.1761293374,False,False,True,True,True
22471,1,1,0.7911323309,1,1,True,True,-0.007754003629,0.02278456837,-0.00637568254,0.0117890751,False,,0.01096491228,0.1510611735,0.2417631687,False,False,True,True,True,0.01538461538,0.156838143,0.2283763172,False,False,True,True,True
22472,1,0.999997139,0.4781897068,1,0,True,False,-0.004944988526,0.01864492893,-0.005990981124,0.007488269359,False,,0.06836616454,0.1449860292,0.06037382503,False,False,True,True,True,0.06944444444,0.1382716049,0.05696147621,False,False,True,True,True
22473,1,0.9982740879,0.3970577717,1,0,True,False,-0.0009982304182,0.008269151673,-0.001905110665,0.002013461897,False,,0.2673539519,0.2587030717,-0.02235776895,False,False,True,True,True,0.2386058981,0.2179656539,0.01552070373,False,False,True,True,True
22474,1,0.9998241067,0.7272504568,1,1,True,True,-0.01004286483,0.01936684176,-0.004220924806,0.004905665293,False,,0.0377039955,0.1503431067,0.1637472657,False,False,True,True,True,0.04524886878,0.1467661692,0.147353675,False,False,True,True,True
22475,1,0.9153862596,0.4094964266,1,0,True,False,-0.0038144344,0.009196819738,-0.002249987097,0.001827550703,False,,0.03712035996,0.08215962441,-0.109368567,False,False,True,True,True,0.04054054054,0.08470588235,-0.1075670436,False,False,True,True,True
22476,1,0.7802675962,0.3908137977,1,0,True,False,-0.006908811629,0.009770333767,-0.001275897608,0.0009503912879,False,,0.08279506753,0.1528602688,0.09858802049,False,False,True,True,True,0.08450704225,0.1670886076,0.09800353789,False,False,True,True,True
22477,0,0.4059637487,0.390626967,0,0,True,True,-0.005425779149,0.01076188032,-0.0008421915118,0.0009495330742,False,,0.1634069401,0.2446844414,0.1485742752,False,False,True,True,True,0.1637279597,0.2099737533,0.1175657242,False,False,True,True,True
22478,1,0.9977814555,0.4114721715,1,0,True,False,-0.003012185916,0.0116272103,0,0,True,image_dfa_constant_after_relu;native_dfa_constant_after_relu,,,,False,True,True,True,False,,,,False,True,True,True,False
22479,1,0.9999389648,0.4114721715,1,0,True,False,-0.004385547712,0.01378265768,0,0,True,image_dfa_constant_after_relu;native_dfa_constant_after_relu,,,,False,True,True,True,False,,,,False,True,True,True,False
22480,0,0.005277064629,0.1484591067,0,0,True,True,-0.005748948082,0.0003527331282,-0.01318565663,0.01533859037,False,,0.1108433735,0.1557505484,-0.04078843279,False,False,True,True,True,0.09219858156,0.3440233236,-0.01914941961,False,False,True,True,True
22481,1,0.9996341467,0.6960858703,1,1,True,True,-0.004589059856,0.01811931655,-0.004744713195,0.009054920636,False,,0.2091803279,0.2305638972,0.2204355536,False,False,True,True,True,0.203125,0.2179656539,0.1814100609,False,False,True,True,True
22482,0,0.001238165656,0.4651302993,0,0,True,True,-0.01582994312,0.001988662872,-0.004046257585,0.01139057428,False,,0.007650273224,0.1121833534,-0.1203435419,False,False,True,True,True,0.03587443946,0.1189320388,-0.06704002076,False,False,True,True,True
22483,1,0.9999856949,0.6505535841,1,1,True,True,-0.002851608675,0.01517851092,-0.002856412204,0.003712297883,False,,0.05794606999,0.1243902439,0.1743612059,False,False,True,True,True,0.05479452055,0.1230207065,0.1647970525,False,False,True,True,True
22484,0,0.02064262889,0.4114721715,0,0,True,True,-0.009017281234,0.00554561289,0,0,True,image_dfa_constant_after_relu;native_dfa_constant_after_relu,,,,False,True,True,True,False,,,,False,True,True,True,False
22485,1,0.9282594323,0.4114721715,1,0,True,False,-0.007931102067,0.01331642829,0,0,True,image_dfa_constant_after_relu;native_dfa_constant_after_relu,,,,False,True,True,True,False,,,,False,True,True,True,False
22486,0,0.005950725172,0.215231657,0,0,True,True,-0.008088938892,0.004557947628,-0.009717687964,0.01120205969,False,,0.03074343208,0.09144717372,-0.06279836676,False,False,True,True,True,0.04288939052,0.1553884712,-0.04207259233,False,False,True,True,True
22487,1,0.9965807796,0.6418498755,1,1,True,True,-0.008057212457,0.01259295642,-0.004533196799,0.008690734394,False,,0.06589595376,0.177898435,0.2212006816,False,False,True,True,True,0.06206896552,0.1656131479,0.1674857627,False,False,True,True,True
22488,0,0.3673394322,0.4630944133,0,0,True,True,-0.007076499052,0.007025355939,-0.002635192359,0.002434085589,False,,0.1155474894,0.1593838416,0.101107677,False,False,True,True,True,0.1079136691,0.1510611735,0.05532277079,False,False,True,True,True
22489,1,1,0.7764849067,1,1,True,True,-0.007822485641,0.03145135939,-0.004481449258,0.006952202413,False,,0.03189703414,0.06805676224,-0.1062538813,False,False,True,True,True,0.0243902439,0.06221198157,-0.0907169188,False,False,True,True,True
22490,1,0.9997736812,0.4912635386,1,0,True,False,-0.004422128201,0.01186487637,-0.002763760975,0.003287761239,False,,0.06589595376,0.148551853,-0.0107363425,False,False,True,True,True,0.05479452055,0.1425030979,0.03476296897,False,False,True,True,True
22491,1,0.06088178977,0.5546566248,0,1,False,True,-0.008403847925,0.008492413908,-0.003754372708,0.006070110481,False,,0.06343713956,0.1389746757,-0.003689174981,False,False,True,True,True,0.04761904762,0.1216545012,0.005811781981,False,False,True,True,True
22492,1,0.9999997616,0.7289563417,1,1,True,True,-0.004483916797,0.03559029847,-0.002390539274,0.003138056258,False,,0.08470588235,0.153942428,0.1364260469,False,False,True,True,True,0.06944444444,0.1582914573,0.1288075729,False,False,True,True,True
22493,1,1,0.7659302354,1,1,True,True,-0.009598285891,0.02830115333,-0.007168543991,0.009951165877,False,,0.1168988492,0.2079921389,0.2929383569,False,False,True,True,True,0.1026252983,0.1881443299,0.2460218939,False,False,True,True,True
22494,1,0.5636045933,0.5967091918,1,1,True,True,-0.007731113117,0.008712084033,-0.003831160488,0.006442485377,False,,0.1737746658,0.2285143238,0.1702858092,False,False,True,True,True,0.1407407407,0.2147562582,0.1226402537,False,False,True,True,True
22495,1,0.9999613762,0.7000415921,1,1,True,True,-0.005827897228,0.01761331409,-0.004679764621,0.005092536099,False,,0.02672605791,0.1652448657,0.1404248219,False,False,True,True,True,0.0289532294,0.1582914573,0.141918136,False,False,True,True,True
22496,1,0.9755414724,0.3050641119,1,0,True,False,-0.002799963579,0.0120594874,-0.02879021876,0.02697847784,False,,0.08470588235,0.153220763,0.0642431706,False,False,True,True,True,0.1213592233,0.1410891089,0.05325148401,False,False,True,True,True
22497,1,0.9999972582,0.6936276555,1,1,True,True,-0.005020285957,0.01680911705,-0.003107539611,0.003437455045,False,,0.0216066482,0.09177027827,-0.01944214111,False,False,True,True,True,0.02212389381,0.09112426036,0.01641478429,False,False,True,True,True
22498,0,2.201153802e-05,0.2982025146,0,0,True,True,-0.006567834876,0.000759981398,-0.007056443021,0.007872380316,False,,0.120291616,0.1839486356,-0.03930825716,False,False,True,True,True,0.1105769231,0.221192053,-0.02450176893,False,False,True,True,True
22499,1,0.999997735,0.5374777913,1,1,True,True,-0.00403423328,0.02203224599,-0.00229506148,0.002661853097,False,,0.06221198157,0.2293333333,0.409217833,False,False,True,True,True,0.05239179954,0.2068062827,0.3503848734,False,False,True,True,True
22500,1,0.9513609409,0.6918442845,1,1,True,True,-0.004998917691,0.009745954536,-0.007377911359,0.01528073847,False,,0.03712035996,0.1138628813,0.04954669338,False,False,True,True,True,0.03820224719,0.120291616,0.04887720637,False,False,True,True,True
22501,1,0.9863433838,0.4132776558,1,0,True,False,-0.003694865853,0.009984685108,-0.0005756748724,0.0005277196178,False,,0.2179656539,0.2976776918,0.1637712555,False,False,True,True,True,0.2062663185,0.2823365786,0.1482645938,False,False,True,True,True
22502,1,0.9964761138,0.4114721715,1,0,True,False,-0.004142106045,0.01056622155,0,0,True,image_dfa_constant_after_relu;native_dfa_constant_after_relu,,,,False,True,True,True,False,,,,False,True,True,True,False
22503,1,0.6603738666,0.301107794,1,0,True,False,-0.01147974376,0.01462740358,-0.01622920856,0.01571648568,False,,0.04121964992,0.1243902439,-0.02805367241,False,False,True,True,True,0.05479452055,0.1382716049,0.002055950395,False,False,True,True,True
22504,1,0.9555002451,0.4406681359,1,0,True,False,-0.003141535912,0.009828398004,-0.002806557808,0.01601607911,False,,0.0377039955,0.08662345315,-0.07878265902,False,False,True,True,True,0.0289532294,0.0989272944,-0.07986431988,False,False,True,True,True
22505,1,0.9939661622,0.3834412992,1,0,True,False,-0.005553792696,0.0123561509,-0.006817693822,0.004872742109,False,,0.05916140149,0.2147562582,0.2288466774,False,False,True,True,True,0.05479452055,0.2375838926,0.2331317604,False,False,True,True,True
22506,1,0.9782202244,0.4114721715,1,0,True,False,-0.004626892041,0.01158917882,0,0,True,image_dfa_constant_after_relu;native_dfa_constant_after_relu,,,,False,True,True,True,False,,,,False,True,True,True,False
22507,1,0.9999402761,0.7462975979,1,1,True,True,-0.006040302105,0.01401727553,-0.005424733739,0.01100890804,False,,0.07271669575,0.1619407687,0.3472681722,False,False,True,True,True,0.08450704225,0.1467661692,0.2832730684,False,False,True,True,True
22508,1,0.9984568357,0.7271739841,1,1,True,True,-0.006437629927,0.01420165133,-0.002801662544,0.003085331526,False,,0.01991150442,0.1095066185,0.05717243313,False,False,True,True,True,0.02212389381,0.1055155875,0.05689949454,False,False,True,True,True
22509,1,0.1452977508,0.5726115108,0,1,False,True,-0.006662911735,0.007006522734,-0.007861150429,0.02606091462,False,,0.05673352436,0.1267949893,0.01092170494,False,False,True,True,True,0.05720823799,0.1312883436,0.0152075088,False,False,True,True,True
22510,1,1,0.7798427939,1,1,True,True,-0.006740624085,0.02085845917,-0.002766788704,0.003315123729,False,,0.08854781582,0.1931413782,0.3439966972,False,False,True,True,True,0.06944444444,0.1685678074,0.2991395799,False,False,True,True,True
22511,1,0.7921700478,0.4499627352,1,0,True,False,-0.004873800091,0.01164003648,-0.001056349603,0.003110430203,False,,0.1722822632,0.2032626427,0.03529872077,False,False,True,True,True,0.1608040201,0.2036553525,0.05592300381,False,False,True,True,True
22512,1,0.9999974966,0.7650328279,1,1,True,True,-0.007376622409,0.01823302545,-0.004796664696,0.008976207115,False,,0.07584597433,0.1700507614,0.2580840656,False,False,True,True,True,0.06206896552,0.1510611735,0.209981051,False,False,True,True,True
22513,1,0.9357455373,0.4174621999,1,0,True,False,-0.005492624827,0.007111518644,-0.0004047146358,0.0004521384835,False,,0.1162227603,0.1582914573,0.08391706953,False,False,True,True,True,0.09478672986,0.1496259352,0.05662283709,False,False,True,True,True
22514,1,0.999928236,0.6688452959,1,1,True,True,-0.005852768198,0.01299230196,-0.003293201327,0.005287328735,False,,0.1347692308,0.2268795742,0.4504790034,False,False,True,True,True,0.1186440678,0.1974025974,0.3639918202,False,False,True,True,True
22515,1,0.982206583,0.445945859,1,0,True,False,-0.00708153192,0.01293955464,-0.00460320618,0.01236439496,False,,0.11352657,0.1989596879,0.08880985102,False,False,True,True,True,0.113253012,0.1881443299,0.07020772658,False,False,True,True,True
22516,1,0.9965158701,0.6819583178,1,1,True,True,-0.006224475801,0.01544775628,-0.005120793823,0.01545008365,False,,0.1439205955,0.2075965946,0.05760999321,False,False,True,True,True,0.1323529412,0.1943005181,0.04797066387,False,False,True,True,True
22517,1,0.9321629405,0.633074224,1,1,True,True,-0.004241798539,0.01068729721,-0.005169052631,0.01161744073,False,,0.04535147392,0.1223371881,0.1636404118,False,False,True,True,True,0.05963302752,0.1285189718,0.1567901106,False,False,True,True,True
22518,0,0.08855325729,0.4980742037,0,0,True,True,-0.0102712065,0.006536265835,-0.006094946992,0.009244157001,False,,0.02901785714,0.1219957408,-0.0006393352451,False,False,True,True,True,0.03125,0.1189320388,0.009473849,False,False,True,True,True
22519,1,0.7607586384,0.5658259392,1,1,True,True,-0.009298674762,0.01006621122,-0.006684381515,0.01443717815,False,,0.01991150442,0.07053701016,-0.1475169333,False,False,True,True,True,0.02666666667,0.0733410943,-0.1076186251,False,False,True,True,True
22520,1,0.9853475094,0.4905108213,1,0,True,False,-0.002084600739,0.008006322198,-0.005516113713,0.009210507385,False,,0.1243902439,0.2009117551,0.0203760182,False,False,True,True,True,0.113253012,0.1775223499,0.04865579046,False,False,True,True,True
22521,1,1,0.7305334806,1,1,True,True,-0.005956431385,0.02902808413,-0.002097247168,0.001988566015,False,,0.05552375501,0.1095066185,0.09719093626,False,False,True,True,True,0.04761904762,0.1095066185,0.07768015934,False,False,True,True,True
22522,1,0.9999005795,0.6799906492,1,1,True,True,-0.008034488186,0.01667517796,-0.002871937118,0.00392412534,False,,0.06528018486,0.1467661692,0.1192225065,False,False,True,True,True,0.06697459584,0.1425030979,0.107557796,False,False,True,True,True
22523,1,1,0.8165249825,1,1,True,True,-0.01303475816,0.0247057993,-0.006852219813,0.01335455664,False,,0.1162227603,0.1597484277,0.1487392781,False,False,True,True,True,0.1026252983,0.1553884712,0.118024802,False,False,True,True,True
22524,1,0.9989233613,0.5938239098,1,1,True,True,-0.004337209277,0.009698806331,-0.004132508766,0.01199060678,False,,0.18585209,0.2686618507,0.387584683,False,False,True,True,True,0.1755725191,0.2578444748,0.3363976142,False,False,True,True,True
22525,1,0.9955961108,0.4114721715,1,0,True,False,-0.004033773206,0.01350739412,0,0,True,image_dfa_constant_after_relu;native_dfa_constant_after_relu,,,,False,True,True,True,False,,,,False,True,True,True,False
22526,1,1,0.750323534,1,1,True,True,-0.00873092562,0.02253059857,-0.003692349652,0.003865364939,False,,0.06651243493,0.1414422779,0.2209186187,False,False,True,True,True,0.06944444444,0.1453416149,0.195418119,False,False,True,True,True
22527,1,0.5100705028,0.4964137673,1,0,True,False,-0.007459522225,0.01187515631,-0.009255783632,0.01598343439,False,,0.09112426036,0.1816725409,0.1349424359,False,False,True,True,True,0.07943925234,0.1553884712,0.08406849872,False,False,True,True,True
22528,1,1,0.7738921046,1,1,True,True,-0.006143453997,0.02610113099,-0.002815590706,0.003357689595,False,,0.0377039955,0.1274839499,0.2243069306,False,False,True,True,True,0.03125,0.1230207065,0.176172979,False,False,True,True,True
22529,1,0.9980022311,0.4114721715,1,0,True,False,-0.005644533783,0.01093926094,0,0,True,image_dfa_constant_after_relu;native_dfa_constant_after_relu,,,,False,True,True,True,False,,,,False,True,True,True,False
22530,1,0.9999873638,0.678319335,1,1,True,True,-0.005555323325,0.01932316646,-0.004016927909,0.007113035768,False,,0.1347692308,0.2009117551,0.2744190399,False,False,True,True,True,0.1105769231,0.1896774194,0.2218002879,False,False,True,True,True
22531,1,0.9999998808,0.8085545301,1,1,True,True,-0.0061806296,0.02566513419,-0.003222635016,0.003622157499,False,,0.03595505618,0.08184218246,0.002820114139,False,False,True,True,True,0.0289532294,0.08854781582,-4.13072006e-05,False,False,True,True,True
22532,1,0.06136438623,0.5325907469,0,1,False,True,-0.008144522086,0.006162481848,-0.01710502431,0.050309062,False,,0.04832291074,0.1347692308,0.07507465303,False,False,True,True,True,0.05720823799,0.1439205955,0.03967885074,False,False,True,True,True
22533,1,0.999369204,0.6528770328,1,1,True,True,-0.006045620888,0.01055530086,-0.003690910293,0.004456032068,False,,0.06651243493,0.1460534493,0.08617231274,False,False,True,True,True,0.05239179954,0.1354679803,0.05485662233,False,False,True,True,True
22534,1,1,0.6652919054,1,1,True,True,-0.005162860267,0.02279959619,-0.004287196323,0.007793216966,False,,0.06528018486,0.156838143,0.0592176254,False,False,True,True,True,0.06944444444,0.1510611735,0.009235087697,False,False,True,True,True
22535,1,0.1667733639,0.3547558188,0,0,False,False,-0.004656458274,0.004051979166,-0.01863451116,0.01084055938,False,,0.02959240648,0.06867574616,-0.08206807492,False,False,True,True,True,0.03355704698,0.1055155875,-0.03626558194,False,False,True,True,True
22536,1,0.6732253432,0.3947695792,1,0,True,False,-0.004154854454,0.005426269956,-0.002134199254,0.002576285973,False,,0.1546649969,0.2240292068,0.2614615307,False,False,True,True,True,0.1295843521,0.2179656539,0.1923173103,False,False,True,True,True
22537,1,0.9997259974,0.6774347425,1,1,True,True,-0.005117266439,0.01466274168,-0.002300863853,0.003897637594,False,,0.08406819518,0.2301534356,0.3752352494,False,False,True,True,True,0.06697459584,0.2036553525,0.3370056324,False,False,True,True,True
22538,1,0.1554853618,0.3993289769,0,0,False,False,-0.005163121037,0.005900084972,-0.001215135213,0.0008853661129,False,,0.03247480403,0.09112426036,-0.0005175234219,False,False,True,True,True,0.03820224719,0.1002386635,-0.0002290356839,False,False,True,True,True
22539,1,0.9999790192,0.4766336679,1,0,True,False,-0.005979562644,0.02461124584,-0.002223541494,0.004326713271,False,,0.08662345315,0.1730279898,0.2664824179,False,False,True,True,True,0.08450704225,0.1597484277,0.2619486698,False,False,True,True,True
22540,1,0.9999997616,0.6620956659,1,1,True,True,-0.007672796957,0.0184943676,-0.003078768728,0.004383701831,False,,0.04416761042,0.1288644016,0.1525292367,False,False,True,True,True,0.05963302752,0.1312883436,0.1196379534,False,False,True,True,True
22541,1,0.08800589293,0.3689548075,0,0,False,False,-0.01209992357,0.0154191982,-0.003947155084,0.005219758488,False,,0.1002386635,0.1550266207,0.1015303702,False,False,True,True,True,0.09219858156,0.1656131479,0.123107172,False,False,True,True,True
22542,1,0.9954553843,0.4855221212,1,0,True,False,-0.00635484606,0.01339812018,-0.004340601154,0.004475602414,False,,0.07899356349,0.1645089991,0.06900009932,False,False,True,True,True,0.07192575406,0.1597484277,0.04781316051,False,False,True,True,True
22543,1,0.9999988079,0.6943528056,1,1,True,True,-0.004815489519,0.0226061549,-0.004282403272,0.004897646606,False,,0.1489096573,0.2595628415,0.461240095,False,False,True,True,True,0.1186440678,0.2442645074,0.4179602107,False,False,True,True,True
22544,1,0.9974907637,0.7129748464,1,1,True,True,-0.006455565803,0.01030044444,-0.005636911839,0.01078466885,False,,0.1553884712,0.1824302661,0.1201396169,False,False,True,True,True,0.1521197007,0.1730279898,0.1134013077,False,False,True,True,True
22545,1,0.754881978,0.2844592333,1,0,True,False,-0.006161855534,0.01268097665,-0.01362343878,0.01706891879,False,,0.064050779,0.1018822826,-0.01044877785,False,False,True,True,True,0.06451612903,0.08470588235,-0.03632495891,False,False,True,True,True
22546,1,1,0.7638757229,1,1,True,True,-0.003590286244,0.03719758242,-0.003548371838,0.005443300121,False,,0.02501389661,0.08215962441,-0.0243241661,False,False,True,True,True,0.03820224719,0.07962529274,-0.009450659527,False,False,True,True,True
22547,1,0.05243582651,0.2216762304,0,0,False,False,-0.004132080358,0.00285812607,-0.01162976585,0.01271304209,False,,0.0733410943,0.1464096985,0.1719795973,False,False,True,True,True,0.06944444444,0.1368680641,0.03797149106,False,False,True,True,True
22548,1,0.9105771184,0.7210584283,1,1,True,True,-0.007867111824,0.009169214405,-0.005677095149,0.01713664271,False,,0.04063205418,0.1243902439,0.1230922453,False,False,True,True,True,0.04054054054,0.1467661692,0.08905644582,False,False,True,True,True
22549,1,0.9979891777,0.5535324812,1,1,True,True,-0.004005669616,0.0141222775,-0.009574763477,0.02172633819,False,,0.064050779,0.1741483604,0.1660189928,False,False,True,True,True,0.07441860465,0.1730279898,0.1308040875,False,False,True,True,True
22550,1,0.9552773833,0.4009133279,1,0,True,False,-0.003275208641,0.00792580843,-0.002739692573,0.004332516342,False,,0.08983451537,0.1492676846,0.1098690231,False,False,True,True,True,0.0973871734,0.1525,0.04230240825,False,False,True,True,True
22551,1,0.9103032351,0.6688970327,1,1,True,True,-0.006902054418,0.007721114904,-0.004946059082,0.008876698092,False,,0.06589595376,0.1192716237,-0.05304734594,False,False,True,True,True,0.05963302752,0.1108433735,-0.06650734964,False,False,True,True,True
22552,1,1,0.7649681568,1,1,True,True,-0.003343380755,0.02758042142,-0.004596260376,0.007028322667,False,,0.1075075075,0.2087840052,0.2258755798,False,False,True,True,True,0.09219858156,0.2005208333,0.2144159243,False,False,True,True,True
22553,1,0.04595147073,0.359967798,0,0,False,False,-0.007452205755,0.005667597987,-0.002811261453,0.001904505538,False,,0.04772727273,0.1292100429,0.0504011864,False,False,True,True,True,0.05239179954,0.1525,0.0576882051,False,False,True,True,True
22554,1,0.9999969006,0.7287700772,1,1,True,True,-0.005941105075,0.01435192581,-0.002437926829,0.004004100803,False,,0.07773232028,0.2123602893,0.4665767262,False,False,True,True,True,0.08196721311,0.2115637319,0.415746008,False,False,True,True,True
22555,1,0.9095834494,0.4449281991,1,0,True,False,-0.01023991778,0.01121275872,-0.0008986275643,0.001040144707,False,,0.02615470228,0.06037952846,-0.08724158132,False,False,True,True,True,0.03355704698,0.07459207459,-0.0648591354,False,False,True,True,True
22556,1,0.8039141893,0.6299754381,1,1,True,True,-0.004612484947,0.008876465261,-0.005268641282,0.01729692519,False,,0.01096491228,0.08406819518,-0.06853104008,False,False,True,True,True,0.02212389381,0.09631391201,-0.05137813261,False,False,True,True,True
22557,1,0.9996809959,0.7095351219,1,1,True,True,-0.005422687158,0.01287487522,-0.00235384237,0.004117036238,False,,0.07209302326,0.1794051807,0.2136078775,False,False,True,True,True,0.07441860465,0.1656131479,0.1789346411,False,False,True,True,True
22558,1,0.9998710155,0.5637070537,1,1,True,True,-0.004212708212,0.01423068997,-0.003146346426,0.005689015146,False,,0.03016759777,0.09566250743,0.1862793335,False,False,True,True,True,0.0243902439,0.1002386635,0.193181032,False,False,True,True,True
22559,1,0.9054293036,0.4047308862,1,0,True,False,-0.004572537728,0.01120319963,-0.002452754648,0.001594966743,False,,0.03537338574,0.1048532055,-0.05804028238,False,False,True,True,True,0.04288939052,0.1041916168,-0.02852395389,False,False,True,True,True
22560,1,0.9999585152,0.548601985,1,1,True,True,-0.002601298969,0.01253158785,-0.003893801477,0.00671485858,False,,0.1048532055,0.1510611735,0.04206002124,False,False,True,True,True,0.0973871734,0.1510611735,0.02480387633,False,False,True,True,True
22561,1,0.9630403519,0.7647050023,1,1,True,True,-0.005919604562,0.01087358873,-0.004572203383,0.008550371975,False,,0.04239683437,0.1737746658,0.261102427,False,False,True,True,True,0.04761904762,0.1582914573,0.2177426159,False,False,True,True,True
22562,1,0.9950560331,0.491517812,1,0,True,False,-0.006698062643,0.0126114944,-0.002798523288,0.004824728239,False,,0.08025776216,0.1763955343,0.1731473931,False,False,True,True,True,0.07192575406,0.1641414141,0.1588536264,False,False,True,True,True
22563,1,1,0.8256893754,1,1,True,True,-0.008533800021,0.02070893161,-0.005855664611,0.01109603141,False,,0.04298642534,0.1981806368,0.3201322235,False,False,True,True,True,0.0243902439,0.1553884712,0.2463972562,False,False,True,True,True
22564,1,1,0.746460557,1,1,True,True,-0.009756993502,0.0311946813,-0.002042628359,0.005268475506,False,,0.02273987798,0.07994143485,0.01597724641,False,False,True,True,True,0.0289532294,0.09371293001,0.02043631798,False,False,True,True,True
22565,1,1,0.8262415528,1,1,True,True,-0.004337404389,0.03288406134,-0.006196092814,0.00992648676,False,,0.0519110097,0.08919078559,-0.1348319989,False,False,True,True,True,0.05720823799,0.09371293001,-0.1306715226,False,False,True,True,True
22566,1,0.9950403571,0.562035203,1,1,True,True,-0.007082712837,0.01526996773,-0.002853717655,0.004551686347,False,,0.03131991051,0.1035308199,-0.07887509609,False,False,True,True,True,0.03125,0.09761904762,-0.04887955063,False,False,True,True,True
22567,1,0.9991559982,0.6527428031,1,1,True,True,-0.004283890128,0.01884413138,-0.001765167457,0.0035750526,False,,0.0447592068,0.1105088829,0.1268884694,False,False,True,True,True,0.04524886878,0.1081730769,0.1088327489,False,False,True,True,True
22568,1,0.9989227653,0.7201700807,1,1,True,True,-0.004652942996,0.01404006872,-0.006650411058,0.01693017222,False,,0.05977011494,0.1417956656,0.08842438453,False,False,True,True,True,0.05479452055,0.1354679803,0.06673635696,False,False,True,True,True
22569,1,0.9960410595,0.4173793793,1,0,True,False,-0.003339495044,0.01190200076,-0.0009054675465,0.001783724641,False,,0.174522293,0.2953986653,0.2295087334,False,False,True,True,True,0.1637279597,0.278779473,0.2403544638,False,False,True,True,True
22570,1,0.9999560118,0.7339382768,1,1,True,True,-0.004740448669,0.01459312346,-0.002497662557,0.004200650379,False,,0.07209302326,0.2167601452,0.5336918183,False,False,True,True,True,0.06944444444,0.2068062827,0.4662704814,False,False,True,True,True
22571,1,0.9837335944,0.6968816519,1,1,True,True,-0.008515475318,0.01151865721,-0.005818647332,0.01927219704,False,,0.03131991051,0.1128545564,0.03998686164,False,False,True,True,True,0.04288939052,0.1481942715,0.0602283336,False,False,True,True,True
22572,1,0.7935067415,0.4237955213,1,0,True,False,-0.005686438642,0.008699279279,-0.001031232765,0.002473999513,False,,0.04713231119,0.1499844091,0.09073513485,False,False,True,True,True,0.06697459584,0.156838143,0.07774934108,False,False,True,True,True
22573,1,1,0.8066961169,1,1,True,True,-0.004831129685,0.02188538015,-0.004595385864,0.008752439171,False,,0.03479236813,0.09598811293,-0.04796426823,False,False,True,True,True,0.03820224719,0.08598351001,-0.06036616973,False,False,True,True,True
22574,1,0.9942070246,0.4108821154,1,0,True,False,-0.004506075755,0.01072696596,-0.0007089683204,0.0006001088186,False,,0.07962529274,0.2060170046,0.1458183796,False,False,True,True,True,0.08450704225,0.1896774194,0.1012158769,False,False,True,True,True
22575,1,0.9999992847,0.6490094066,1,1,True,True,-0.004085585009,0.01805249229,-0.003305519931,0.004789945204,False,,0.03421200224,0.1525,0.2959677009,False,False,True,True,True,0.0289532294,0.1410891089,0.2723530117,False,False,True,True,True
22576,1,0.9562502503,0.6154393554,1,1,True,True,-0.005355000496,0.009433312342,-0.003148210235,0.006417216267,False,,0.2155570204,0.2591328098,0.3355696049,False,False,True,True,True,0.1937984496,0.2442645074,0.2348972853,False,False,True,True,True
22577,1,0.9125332832,0.4015517235,1,0,True,False,-0.002884491347,0.01022873074,-0.0007528287824,0.0009762593545,False,,0.09631391201,0.1507020281,0.0487211249,False,False,True,True,True,0.0973871734,0.1368680641,0.05587063189,False,False,True,True,True
22578,1,0.9999194145,0.6121586561,1,1,True,True,-0.005603131838,0.01336988341,-0.003829781199,0.006189845968,False,,0.05431675243,0.2040483186,0.3462589714,False,False,True,True,True,0.05479452055,0.2020860495,0.311270445,False,False,True,True,True
